"TABLE CP-5. Average Published Tuition and Fees at Public Institutions by State in Current Dollars and in 2025 Dollars, 2004-05 to 2025-26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trends in College Pricing 2025
,Public Two-Year In-District Tuition and Fees,,,,,,,,,,,,,,,,,,,,,,,,,Public Four-Year In-State Tuition and Fees,,,,,,,,,,,,,,,,,,,,,,,,,research.collegeboard.org/trends
Idaho,1798,1876,1979,2092,2232,2418,2554,2791,3114,3697.1747582112421,3749.166369266296,3871.6231762359607,4015.8877576359569,4100,4191.5040650406499,4188.3209058271195,4175.4764930114361,4175.4764930114352,4200.0546932742054,4200.6434945984029,4239.8672424824063,4562.0009596928985,7.5977312209871473E-2,9.257014554587828E-2,,Idaho,3591,3922,4156,4382,4612,4886,5330,5682,5989,6325.2977448670481,6598.5200831260863,6818.4704800190784,7013.001151470743,7250,7591.445427728614,7998.520468044243,7991.9369136440873,8000.343502991801,8185.5903862408586,8603.6403971342334,8864.1264136983391,9174.0936476059615,3.4968728946442873E-2,0.14791867687839955,Idaho
Illinois,1990,2147,2301,2440,2597,2729,3010,3152,3249,3393.4140102222673,3543.7381972194771,3748.4011405903852,3895.7637414020642,4060,4138.3045269073837,4189.1752577319585,4383.3925066265492,4419.3228741313851,4480.4866442892608,4572.3557474756617,4701.7957309506082,4825.2382725241996,2.625433954116807E-2,0.10079995465377434,,Illinois,6494,6914,8058,9099,10021,10410,10969,11630,12168,12580.43192843904,12790.8631634419,13027.02311790372,13440.083042098175,13700,14000.016840403498,14196.886897516253,14450.058563834578,14667.456527615101,15012.273550724638,15176.402208660273,15332.853246437608,15677.210575114095,2.245878983785965E-2,8.4923670437628385E-2,Illinois
Indiana,2584,2728,2882,3003,3137,3279,3441,3538,3660,3808.9867644428546,4178.0881057268725,4323.8719823788551,4458.2143984290069,4580,4699.6817339456938,4805.0062383031818,4967.2612327839242,4997.2345902009474,5053.5528770991978,5298.938823414348,5523.6375869028934,5523.6375869028934,0,0.1120086760178598,,Indiana,5847,6155,6555,6875,7222,7643,7988,8343,8715,8925.5162842474529,9033.3429246737232,9119.6482375912037,9244.9031127219805,9380,9487.1862480133004,9691.2216623761433,9812.3243842678257,9936.8719981417507,10094.888830921729,10385.885665225427,10646.000625319331,10647.434284276271,1.3466643553727842E-4,8.5108264597059557E-2,Indiana
Iowa,2920,3090,3202,3331,3512,3701,3912,4111,4251,4387.4454586716429,4523.3676956026538,4736.3720449186421,4913.2136020718381,5070,5323.5728615721318,5481.3644150347654,5668.8106399215094,5785.7843671645041,6044.5069788383607,6298.9565084926498,6489.1953168556029,6679.0856718082132,2.9262542685280613E-2,0.17821640129801408,,Iowa,5407,5619,5900,6218,6433,6712,7155,7562,7831,7837.4909207512601,7855.1136133872014,7877.4261704272785,8269.719247867979,8760,9080.540082959451,9369.0031526283328,9373.8189346884992,9667.7978543195932,10115.159517660539,10576.936141967477,10869.838354151359,11182.994315325421,2.8809624483004503E-2,0.19300302184651086,Iowa
Kansas,1767,1848,1887,1928,1984,2121,2281,2362,2517,2543.5973798320883,2678.8598567990953,2779.0308236388619,2947.170010898134,3030,3143.4175882043182,3229.7646246764452,3285.4540706820458,3386.8569572492179,3477.1115628759903,3580.1460845931711,3745.1031768120552,3874.3183173631269,3.4502424753238392E-2,0.17923374791200031,,Kansas,4242,4699,5213,5746,6010,6312,6627,6920,7280,7729,8256.3896544042364,8442.9791536276534,8906.6022033763966,8880,9090.8024561346647,9210.7301701925135,9276.8173656420549,9362.9344521680396,9455.7162547091793,9914.1523095202738,10337.667861150323,10583.977630578782,2.3826434814578246E-2,0.14090611180704826,Kansas
Kentucky,2770,3008,3270,3450,3684,3759,3900,4051,4201,4321.5772470637967,4460.9785278864529,4653.088435993086,4910.1237652754462,5100,5315.9200363471145,5460.0008830801844,5610.0019254569024,5610.0019254569024,5700,5820.001799937002,5909.9991217284387,6090.0008782715613,3.0457154533464426E-2,8.556128129591789E-2,,Kentucky,4476,5029,5764,6279,6809,7116,7519,7974,8462,8700.512294174112,9207.7278991927542,9566.6725733412095,9970.6988918515617,10320,10714.668729707793,10932.135562349575,11009.679423962823,11168.854275022628,11410.202284260411,11858.641786052734,12035.909257325722,12455.112750349168,3.4829399595904587E-2,0.13128750354350238,Kentucky
Louisiana,1738,1841,1875,1915,1947,2049,2212,2701,3001,3380.6563052706038,3624.6104928457871,3969.6744038155803,4054.762318480824,4140,4190.7504371248997,4190,4197.0990638823168,4200.4649727394299,4191.4343960586675,4373.2669125337152,4490.7871781397798,5310.3573305307409,0.18250033232045793,0.2652446963257189,,Louisiana,3534,3695,3770,3830,4073,4282,4733,5246,5875,6605.4078859804795,7324.2834617419257,8130.0635030920876,8933.1130954327891,9310,9505.6719474199908,9839.5149245654684,9930.2447590348384,10042.487046632124,10232.59238490439,10350.813480869096,10287.653178417315,10730.630108270241,4.3059084727142372E-2,8.0600767519570793E-2,Louisiana
Maine,2595,2812,2926,3120,3156,3236,3260,3329,3333,3397.9762776025236,3490.1712111604315,3490.8706680697005,3536.1837606837603,3620,3762.0666245658354,3763.6532713384258,3836.8812154696134,3836.8812154696134,3843.1925601750545,3844.7330960854097,4156.0005372011819,4156.0005372011819,0,8.3171540584821013E-2,,Maine,5601,6065,6616,7334,8078,8544,8945,9366,9363,9391,9544.0603183468302,9572.9697849762633,9686.9421394931578,9900,10210.930193250324,10519.338077487857,10799.598037477093,11031.489034698823,11237.79132305486,11824.328696214818,12318.512626764765,12793.895406641481,3.8590923618801121E-2,0.18466403677652776,Maine
Maryland,2978,3093,3122,3252,3329,3394,3567,3708,3886,3991.8618655632345,4134.5300405455218,4274.2797640987837,4416.939737008649,4530,4680.7644947470462,4760.4715138510628,4820.7385510055728,4855.5997092318876,4909.3315247634946,4942.5508540647816,4994.0032849529043,5068.4242282036666,1.4902061333238459E-2,5.1379197311256064E-2,,Maryland,6770,7137,7216,7314,7392,7476,7737,7961,8210,8479.6794999883805,8682.0848395903104,9163.2915483053366,9357.9174183203031,9690,9907.4679514755226,10131.915212825239,10135.621333392704,10316.994133428327,10572.981422951863,10818.963221451857,11117.43805621001,11478.656051453263,3.2491118314932566E-2,0.13250640230962563,Maryland
Massachusetts,3361,3498,3579,3694,3925,4291,4594,4817,5114,5142.2156740902765,5308.643211969591,5696.8163818964395,5831.0945680628274,6040,6270.5449189985275,6558.5792981501627,6812.1693121693124,6840.3505291005295,6891.2300055157193,7062.3386968296963,7460.5753042474398,7613.8342392611476,2.054250895724552E-2,0.11768129803522864,,Massachusetts,7034,7335,7583,7887,8239,9239,9488,10165,10649,10747.837767039675,10968.32490289799,11614.519158622898,12312.474886295005,12790,13218.431165514616,13696.991632517851,13981.714019682648,13985.619511942787,14487.562323137045,14891.926562478446,15291.845971728988,15896.316412506092,3.952893861830864E-2,0.13693617178324335,Massachusetts
Michigan,1995,2126,2231,2329,2455,2527,2694,2861,3042,3224.8119354791793,3377.6370910802543,3475.6,3586.8357583113957,3770,3861.2232514143957,3995.1536328762959,4069.0227794823309,4116.9361206394406,4286.7658706348248,4419.5497285769679,4529.9821258617894,4624.3807887833982,2.0838639159895145E-2,0.13648436968733835,,Michigan,6294,7097,7673,8499,9130,9761,10135,10841,11193,11600,11598.544103690363,11994.241825040081,12476.724120007486,13060,13446.424221885691,13784.724224464733,13974.945521405549,14338.680937031824,14863.675319034035,15461.176442339438,15998.052672264743,16695.980833574293,4.3625819692388212E-2,0.19470811589218084,Michigan
Minnesota,3795,4013,4264,4446,4562,4739,4939,5161,5369,5373.110729696039,5382.2809257623348,5390.5788978164273,5375.0094797134125,5450,5445.8352643775006,5603.8706074405018,5631.7375190267294,5899.9584871366224,6140.4731528733082,6154.6500634774857,6180.78320868008,6411.5769514379008,3.7340533548192001E-2,0.1384722618510712,,Minnesota,6463,6944,7518,7798,8317,8788,9387,10018,10361,10464.324453902791,10564.176071962122,10831.361254364048,11016.467113961275,11340,11530.755207032615,11881.761102214088,12027.403826288171,12449.83540625043,13020.088605045885,13442.365750685136,13885.525234873267,14727.874116891457,6.0663811254517475E-2,0.2245264505629132,Minnesota
Mississippi,1546,1668,1693,1709,1770,1855,2119,2205,2265,2392.8306830122579,2529.281624716431,2585.0739710489361,2770.3472151512065,3090,3190.5758296288641,3336.1111701788336,3455.1986104288017,3580.5916204645941,3731.9173131838975,3839.383913577462,3998.4470981375011,4119.8928694284732,3.0373234485843836E-2,0.19237512338463825,,Mississippi,3991,4184,4450,4757,4947,4952,5294,5673,6159,6564.9618287054,6858.7339783640973,7147.2713770573746,7480.7552552042653,7950,8415.8493546652317,8604.4405916071046,8665.1956608167202,8872.4257397625952,9109.1953350495351,9391.740959438077,9721.8070524616014,10106.936047166624,3.9614959711374409E-2,0.16638290037342518,Mississippi
Missouri,2152,2279,2391,2505,2586,2580,2580,2736,2888,2985.9050373407517,3077.8569087064434,3194.3716767669189,3263.9926167826211,3460,3581.8850165352324,3794.2581929720714,3949.2408945431821,4133.1908173311731,4316.6716249181882,4491.8328784379601,4718.1780427753556,4816.8194357924704,2.0906670355129497E-2,0.21968235527188407,,Missouri,5934,6271,6526,6845,7228,7215,7271,7685,7945,8093,8394.7804388784116,8553.492667510649,8627.99663054556,8500,8649.5449269388064,9012.5955358449355,9331.6231826821022,9803.2878335349142,10294.120723925098,11768.819641427233,12477.046917494636,13091.887496412513,4.9277732381993511E-2,0.40295929658934559,Missouri
Montana,2366,2470,2572,2770,2904,2978,3029,3054,3094,3169.5749550263963,3173.6715911843062,3249.8684911600872,3318.8502227171489,3640,3712.6196032672115,3811.181447821999,3836.128241065172,3936.692361597758,3911.8059011731248,4145.0958126330734,4302.4103299856533,4448.5150645624099,3.3958809916032173E-2,0.15963669226219546,,Montana,4468,4918,5258,5302,5336,5485,5612,5881,6155,6225.3499280575543,6290.740902157333,6351.0758335149267,6430.9864920180098,6910,7101.6085998221261,7207.9708986248806,7203.5957325372092,7264.7144048821174,7467.4974084312371,7869.2165542137618,8252.7265135699381,8778.1085594989581,6.366163292399607E-2,0.21857318003701787,Montana
Nebraska,1763,1866,2013,2155,2240,2294,2412,2491,2601,2675.9305956845151,2763.5125893795403,2893.9837909761704,2992.7928044519222,3090,3178.7440507667898,3273.6006986430202,3382.9737556561086,3408.2262443438913,3499.6902757395537,3563.3095085126888,3600.013238214312,3739.0056630139002,3.8608864913100005E-2,0.10524229068065627,,Nebraska,4720,5302,5229,5581,5956,6234,6600,6906,7184,7315,7335.4222281450484,7607.9655074321281,7893.8304748996507,8290,8527.3052773597647,8745.3625149638265,9078.0019262305759,9092.8781529010612,9017.5542248835663,9351.9913885898804,9513.8265908359263,9983.05075651894,4.9320235260014833E-2,9.9696919833565545E-2,Nebraska
Nevada,1590,1643,1695,1763,1921,2022,2243,2513,2700,2700,2700.0002314021453,2805.00002404011,2909.9999999999995,3220,3402.5618839816416,3561.6681949636732,3736.6548042704626,3798.0782918149471,3916.8413278395401,4059.6461970074815,4291.2559523809523,4511.4925595238092,5.1322179237680121E-2,0.20736134212018142,,Nevada,2874,3019,3645,3948,4397,4543,5318,6043,6390,6387,6426.7277737838485,6661.0827941528878,6910.1542527216852,7330,7666.5362616015536,7930.5764411027567,8268.9602487468837,8382.5394698045948,8600.0712309251812,8811.0703448275854,9336.4118751530659,9882.7342240605194,5.8515236496943457E-2,0.19516044663029963,Nevada
New Hampshire,4680,5184,5234,5609,5607,5892,6271,6724,6736,6734.6810891458408,6512.0752685597517,6512.0753968333502,6532.6773596545345,6840,7095.4208144796376,7097.8661493695445,7094.7029313727371,7094.7029313727371,7095.9463227605438,7092.5653887495519,7096.3451957295374,7546.5409252669042,6.3440505939351244E-2,6.3686668527887402E-2,,New Hampshire,8085,8584,9127,9698,10293,11075,11946,13502,14615,14651.603355027959,14730.931238615665,15159.895036429873,15699.535638609621,16080,16558.792832732983,16906.513985357615,16976.086168504997,16990.813525969654,17094.024905136015,17283.762057877815,17477.630015279272,17995.087997283685,2.9606873560776847E-2,6.0025721987038372E-2,New Hampshire
New Jersey,2802,2947,3188,3387,3550,3794,3922,4111,4160,4265.9674963975267,4440.5112648903823,4600.0135836529716,4721.1075900046762,4870,5036.0162856248035,5238.2959725551018,5397.3524142592014,5481.9668086293268,5671.8386763185108,5866.818960593946,6051.4752113721124,6423.8826079315804,6.1539935891934183E-2,0.19019143366669944,,New Jersey,7979,8601,9331,9974,10748,11133,11649,12030,12417,12722.729334049114,13005.118961605136,13306.487437274875,13562.380400737975,13860,14183.909367047039,14549.552954041103,14413.603673154279,14962.984031530617,15479.351719349348,16252.166223076334,17057.658687466377,17957.06697149005,5.2727534329464643E-2,0.24584159372548631,New Jersey
New Mexico,1040,1118,1102,1143,1146,1208,1325,1499,1593,1614.8488107386768,1654.2916841385556,1655.9255594178808,1714.6015412302154,1760,1841.8964119197246,1862.9585798816565,1937.0816374750009,1959.0651021765973,2099.6537107550826,2129.1726280800635,2208.1106216348503,2250.2020837703658,1.9062207175269075E-2,0.16164545687579768,,New Mexico,3909,4247,4056,4248,4520,4786,5128,5435,5678,5960.3639037942967,6155.1456366074226,6405.6513279890451,6635.8717201166173,6920,7127.2812091808173,7431.1793321062314,8105.9836418424447,7975.182953077916,8955.279878971256,9109.4638490455854,9182.9488297230237,9267.4535577761399,9.2023520570641004E-3,0.14328549960775638,New Mexico
New York,3272,3383,3460,3547,3653,3871,3961,4253,4453,4618.7249611541583,4851.1872167550637,5102.7668173829607,5193.4292876380214,5350,5494.619785682462,5579.9553487202056,5677.33355149822,5746.2418235478917,5745.2820365516509,5936.2439604408883,6099.6129665297813,6230.1041174546644,2.1393349322477162E-2,9.7364468890606348E-2,,New York,4948,5006,5041,5076,5121,5740,5793,6204,6562,6926.3191263175977,7293.454558430255,7645.1499615359407,7710.4273007976335,7930,8159.4516539537135,8464.7325931508749,8477.351475661173,8556.2437715599845,8582.1273531445495,8653.9302808323755,8722.2264835979659,8740.0475569532882,2.0431793864599257E-3,3.0987989827521822E-2,New York
North Carolina,1195,1245,1257,1341,1350,1600,1776,2070,2162,2253.3378811041566,2300.1247549456421,2327.0746058347686,2428.6125024244984,2440,2456.2683816799481,2458.9591965007248,2456.9228117539246,2484.4475010367196,2496.9418352048465,2527.2704664500989,2530.4104113129856,2563.7978450024793,1.3194473726564127E-2,4.3499548596831916E-2,,North Carolina,3566,3655,4067,4306,4391,4539,5323,5689,6201,6516.133481646274,6673.2067679361926,6969.4274098834585,7198.9223768634693,7380,7227.9975758614564,7264.5470545480766,7264.2665298608799,7377.6322539759185,7392.3106909657936,7448.8840937114674,7480.156656395101,7540.9270838964676,8.1242185548897616E-3,3.8085132600563565E-2,North Carolina
North Dakota,3000,3240,3304,3455,3837,3878,3880,3926,3969,4105.2833768494347,4192.124352331607,4406.4268048359236,4429.6470786896316,4600,4818.0321910695739,5013.2564330079858,5295.3962264150941,5471.2437269013808,5613.1149811992873,5630.0239186765002,5744.4426970709646,6455.0461961863575,0.12370277441843447,0.21899210563065452,,North Dakota,4606,5074,5512,5803,6107,6335,6569,6861,7006,7273.6531154239019,7513.8731713989291,7687.6995317774872,7889.5687476697458,8190,8669.0112216811358,9271.3438735177861,9650.0264283311699,10089.395031473741,10374.577023627486,10428.291469783635,10489.523379036713,11080.402792426297,5.6330434857550848E-2,0.14822512401579924,North Dakota
Ohio,3200.5874015748036,3381.0425196850397,3435.2897637795277,3515,3516,3495,3732,3953,4208,4373.5917603496919,4531.1533038579564,4533.7668794256597,4320.9929575406914,4390,4702.8081426419867,4903.2642823015494,4975.050414512214,5081.4030097026916,5244.809384164223,5618.1068795779456,5762.4676626191531,5937.2083809168671,3.0323939070625583E-2,0.19339662641368216,,Ohio,8236.1107147250605,8340.2071595522229,8444.3036043793836,8462,8474,8505,9056,9448,9768,9941.5586589328796,10086.709566568928,10204.648074266313,10307.231389247965,10460,10805.022787456097,11334.70648815654,11699.337940522124,12051.814752318822,12608.618536650052,13064.991693174798,13456.206160760901,13840.198170385673,2.8536424385687154E-2,0.18298986154151597,Ohio
Oklahoma,2106,2237,2306,2486,2693,2704,2832,3024,3163,3288.1486477349549,3496.5011259100734,3647.0847772458364,3959.4634873323398,4150,4384.1051758853491,4494.5437207181058,4557.5803385821409,4583.1037977380656,4672.0096245425839,4687.3099028533643,4772.5810185185182,4859.1369766505641,1.8136089842412773E-2,6.6165951155177538E-2,,Oklahoma,3535,3798,4432,4993,5641,5421,5750,6071,6403,6583,7081.6272600183538,7449.6981523715867,8032.0836467998543,8490,8800.486964867956,8932.7474573843301,9012.4039714272858,9233.0113661889591,9443.5605413216072,9630.7721092678057,10046.716669217818,10245.988060615338,1.9834479060016674E-2,0.13687625333917319,Oklahoma
Oregon,2863,2966,3161,3222,3336,3611,3745,4021,4222,4429.0943216419118,4558.7377147229454,4657.4128925057203,4785.4668323753303,5050,5325.1783839090976,5609.4879072792855,5838.9468735683349,6033.6269347036423,6181.9644434204974,6431.2833594976455,6666.2423846823331,6887.7864809979701,3.3233729518251653E-2,0.17962821552247865,,Oregon,5221,5430,5576,5946,6239,6906,7434,7994,8312,8600.2667621956971,8934.1948899946856,9371.2522767090049,9739.9084804931372,10320,10607.887342036385,11209.630061737398,11907.1968641115,12251.378048780489,12962.210568496612,13559.923270137288,14188.324086994997,14835.323848745787,4.5600858690832302E-2,0.24591236863310062,Oregon
Pennsylvania,2868.0773799827566,3051.6343323016531,3109.6153846153843,3234,3345,3448,3470,3927,4200,4449.9208338662229,4698.0123322451936,4927.4417845484222,5225.9735366475325,5330,5481.5879566665099,5657.7749404571914,5578.1781670106539,5631.6630517884614,5816.1687464454189,6027.3250008607929,6130.5910865760061,6302.9184058166147,2.8109413400275507E-2,0.12992418261074468,,Pennsylvania,8249,8643,9051,9792,10353,10764,11331,12085,12377,12802,13134.784770903665,13392.826303056028,13944.425727636262,14510,14813.943303073738,15002.285503451314,15028.60170052711,15312.451990570285,15841.256746472083,16072.266973532798,16311.793074231196,16953.654106190479,3.9349507993285737E-2,0.12809258266494949,Pennsylvania
Rhode Island,2310,2470,2686,2846,3090,3376,3652,3676,3950,3950,3950.0000000000005,4266,4266.0008271298593,4560,4564,4700,4844.5284315409726,4980,5090,5325.9991941982271,5550,5868.0007886435333,5.7297439395231242E-2,0.21126356704588667,,Rhode Island,5933,6439,6787,7221,7727,8503,9319,10014,10921,10895.595782888258,10958.704462659382,11395.719489981786,11423.335571220769,12240,12565.51133222775,13118.574108818011,13741.251515326447,14099.595912948103,14696.486438364296,15201.479076479076,15619.09133434686,16123.780844345691,3.2312347702903921E-2,0.17338517720615654,Rhode Island
South Carolina,2828,2941,3125,3235,3346,3481,3646,3717,4248,4491.2456892660475,4642.3300882540261,4771.7295969429533,4984.467467030001,5420,5624.8648196666481,5860.8040201005015,5890.806598852374,5910.4492696922289,5947.7870149103028,6010.0285325205887,6100.1230477993377,6284.2151758952514,3.0178428640439625E-2,6.6783482098957458E-2,,South Carolina,6611,7385,7913,8371,9132,9520,10063,10356,10744,11165.60740815477,11450.389166111619,11816.025709401922,12206.797667158724,12600,12966.391146142132,13062.408384214959,13103.544603115728,13118.671179525221,13129.955132059762,13136.696901414894,13189.307218950573,13265.996162244424,5.8144785029847768E-3,1.239752784830972E-2,South Carolina
South Dakota,3035,3196,3449,3596,3939,4314,4585,4943,5468,5540.9447779111642,5704.6715803164971,6137.9813570344677,6292.1354401805875,6560,6681.0015340784576,6990.3742481621748,7061.8278805120908,7237.2285443338069,7290.9213274541662,7255.5614849187932,7237.9682997118152,7650.2737752161383,5.6964255497048644E-2,8.3327702779039781E-2,,South Dakota,4348,4593,4969,5343,5698,6031,6318,6793,7388,7643.8016785905083,7700.232219245052,8054.9124241996897,8160.5383003916568,8440,8683.9790970293307,8984.8720050137399,9128.6213452546108,9295.0208108524748,9124.0811354729376,9192.274562584118,9155.2125185028544,9385.2823006978233,2.5129922623859713E-2,2.8116069857211601E-2,South Dakota
Tennessee,2197,2390,2490,2632,2777,2971,3196,3552,3659,3762.9832031641135,3946.7046487279372,4158.5675460389066,4262.1233792117046,4320,4575.4353887644556,4640.9039364976506,4568.9254028034929,4637.0691679073061,4639.292804327185,4766.5736709792136,5000.4923255140457,5164.0544454097881,3.2709203264086328E-2,0.13025580199692555,,Tennessee,4306,4763,4973,5365,5686,6098,6522,7170,7676,8036,8925.4680562500944,9263.4827148712375,9537.0828182941896,9800,9977.3418195432423,10289.681501108525,10449.934798200431,10569.770272326183,10627.266149410574,10920.229467942938,11364.048895018899,11741.753440234157,3.3236793391553832E-2,0.12361978012113428,Tennessee
Texas,1382,1469,1610,1649,1662,1746,1858,2040,2146,2204.0604814940202,2290.0501654404616,2323.5751803753105,2436.9454871576768,2560,2617.0306086108981,2763.2628733409674,2863.3197154400646,2889.0522280454338,3041.1808196028733,3169.651121685928,3237.8139699559961,3312.1905821657988,2.2971243221491688E-2,0.15676589111067774,,Texas,5075,5385,5985,6450,6919,7328,7744,8053,8344,8520.527329799108,8837.0578050462664,9220.9759001298444,9536.1863754946025,9880,10163.347965730743,10489.781612559676,10827.29693416392,11094.960302919262,11136.039976890235,11197.843115895384,11252.615762153768,11258.086934849191,4.8621341126953155E-4,3.9787400613903623E-2,Texas
Utah,2017,2155,2324,2444,2555,2710,2867,3017,3149,3312.1914357682622,3466.4625388306813,3565.1854408604545,3661.0605239385732,3750,3812.8748540113197,3901.0184667039734,3941.8674099143936,4058.3834361935096,4228.9010989010994,4227.6367422996827,4395.612729234088,4506.4153182308519,2.5207541205767292E-2,0.14321839108452372,,Utah,3274,3583,3816,4059,4275,4573,4916,5300,5612,5913.8899456721783,6160.8109513082654,6362.6822907641654,6559.8536652078774,6780,6987.7855682906011,7156.1683289104649,7221.3024591460517,7387.1944319384793,7719.8458480779482,7746.8961476840668,8006.5303002223864,8173.0784377316531,2.0801537153321004E-2,0.13180115138095916,Utah
Vermont,4720,4990,5230,5500,5830,6070,6250,6520,6790,7090,7320,7530,7740,7980,8115,8205,8600,8600,8660,8660,8660.0000000000018,8900,2.771362586605064E-2,3.488372093023262E-2,,Vermont,8783,9248,9783,10485,11341,12016,12474,13095,13525,13964.519417475729,14476.474429474842,14993.027907616168,15562.177962069201,16030,16998.083182640148,17185.925624321389,17722.13957558521,17746.627287974916,17772.261786070358,17236.023759608666,17647.783631893217,18094.253600281001,2.5298925785837589E-2,2.0997127525641979E-2,Vermont
Virginia,2081,2191,2372,2561,2860,3087,3585,3983,4192,4329.5870630419549,4559.9810588123873,4801.9217728951608,4972.7310265092074,5130,5253.9049518112324,5251.8809077341084,5215.8640505096255,5229.4904953415817,5253.9133970319172,5365.0294234872108,5528.9553377150678,5690.7871419278144,2.9269870043773238E-2,9.1053579391469297E-2,,Virginia,5579,6023,6556,7008,7581,7936,8809,9535,9901,10366,11183.436610621076,11818.016672385604,12352.778841456167,12820,13490.777846114008,13640.080708901756,13867.975705349498,14120.817867988682,14619.959092108737,15217.368763002291,15654.259408819253,16094.556614440315,2.8126351692690621E-2,0.16055558189591612,Virginia
Washington,2482,2633,2738,2879,2962,3153,3360,3814,4243,4305.7126934918106,4295.3059124257206,4171.9137468035879,4204.0098775810438,4310,4483,4623.6780859162582,4717.0465738980847,4791.4966316719956,4932.2838951603462,5131.2898864250947,5273.2062766340741,5435.4197467976983,3.0761829075870439E-2,0.15229299979244493,,Washington,4914,5252,5670,5986,6433,7321,8197,9494,10595,10811,10685.252543044608,10286.670483068387,9270.0978712468423,9490,9844.4851918619624,10114.425608194622,10662.76392173726,10901.741560954635,11186.72940013924,11515.176822473755,11867.560207942852,12260.565123598684,3.3115898193867732E-2,0.14984868966329867,Washington
West Virginia,2081.0938236680813,2101.9047619047619,2207,2345,2479,2632,2524,2707,2923,3278.1813230818511,3731.3286355790196,3829.3079399334592,4003.2502236135956,4180,4299,4327.2919903941229,4376.9199417000555,4412.7909905519282,4525.2971036130184,4988.1815355921672,5143.5975258918297,5396.057249712313,4.9082324686107848E-2,0.23284348847751835,,West Virginia,3631,3871,4166,4406,4707,4980,5226,5536,5885,6252.9313554137889,6686.6168006628895,7143.0667592323025,7491.5912268237335,7910,8294.8854890619896,8479.3089133089143,8555.3165048543688,8733.3773462783174,8953.837518140248,9225.4477148183723,9582.4757791857264,9997.4543284939064,4.3305984681908827E-2,0.16856627371076849,West Virginia
Wisconsin,2906,3132,3145,3270,3422,3507,3623,3829,4030,4178.6404177520726,4311.7314752378816,4466.4702180265222,4334.091989375087,4460,4550,4447.1551822431684,4562.0457538481232,4661.2184100009135,4731.0681807899382,4857.5753534275809,4993.0463863794303,5114.0983321751219,2.4244105988262099E-2,0.12100987322657564,,Wisconsin,5218,5626,6042,6413,6796,7169,7711,8197,8690,8741.4572211885206,8770.2312525396555,8809.1156515010716,8933.3377669523579,8920,9014.3159403474037,9082.7332795069942,9095.7154760338562,9162.285664166995,9283.6602356550975,9692.5301901800576,10133.456921221719,10602.47295765015,4.6283912792504989E-2,0.16565574039628039,Wisconsin
Wyoming,1686,1770,1830,1922,2018,2164,2223,2327,2440,2605.2596052785238,2706.2654191644856,2780.7531102596458,2999.4340991535669,3200,3246.1048829098158,4174.4451748619513,4316.9178192060435,4556.6384433977319,4613.8170347003161,4619.4232232536906,4638.9986324266829,4693.5480929949854,1.1758886969054139E-2,8.724518037228024E-2,,Wyoming,3243,3429,3515,3554,3621,3726,3927,4125,4278,4404,4645.9997582205033,4891,5055,5220,5399.9999999999991,5581.0003547357219,5792.0005139406403,6097.299241937556,6440.5206073752706,6698.0005664117807,6957.2208436724568,7434.5394832871116,6.8607659630177231E-2,0.28358750407446953,Wyoming
NOTE:  Average tuition and fee prices are weighted by full-time enrollment. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOURCE: The College Board, Annual Survey of Colleges; IPEDS, Fall Enrollment data.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This table was prepared in October 2025.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
